DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,REGION: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,354424.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,350500.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,346498.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,359377.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,377879.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_5: Estimated resident population:Persons aged 15-19 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,387459.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD5: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring two additional bedrooms (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,1759.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD5: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring two additional bedrooms (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,2108.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD5: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring two additional bedrooms (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,2813.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC8: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,61.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC8: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,63.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_UPCC8: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,67.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M1524: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 15-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,10252.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M1524: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 15-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,13147.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_M1524: Estimated resident Aboriginal and Torres Strait Islander population:Males aged 15-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,16514.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_30: Estimated resident population:Females aged 45-49 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,6.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_30: Estimated resident population:Females aged 45-49 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,6.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_30: Estimated resident population:Females aged 45-49 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,6.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_30: Estimated resident population:Females aged 45-49 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,6.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_30: Estimated resident population:Females aged 45-49 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_30: Estimated resident population:Females aged 45-49 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_37: Estimated resident population:Females aged 80-84 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,2.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_37: Estimated resident population:Females aged 80-84 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,2.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_37: Estimated resident population:Females aged 80-84 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,2.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_37: Estimated resident population:Females aged 80-84 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,2.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_37: Estimated resident population:Females aged 80-84 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,2.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_37: Estimated resident population:Females aged 80-84 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,2.2,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,363341.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,372932.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,378070.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,381812.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,385768.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_4: Estimated resident population:Persons aged 10-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,389168.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD6: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring two additional bedrooms (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,2.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD6: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring two additional bedrooms (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,2.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_HOSD6: Aboriginal and Torres Strait Islander Peoples:Living in a dwelling requiring two additional bedrooms (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,2.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P014: Estimated resident Aboriginal and Torres Strait Islander population aged 0-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,32873.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P014: Estimated resident Aboriginal and Torres Strait Islander population aged 0-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,42225.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_P014: Estimated resident Aboriginal and Torres Strait Islander population aged 0-14 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,54441.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F1524: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 15-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,9676.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F1524: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 15-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,12448.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_F1524: Estimated resident Aboriginal and Torres Strait Islander population:Females aged 15-24 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,15649.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_ERP_F: Estimated resident Aboriginal and Torres Strait Islander population:Females (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,47527.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_ERP_F: Estimated resident Aboriginal and Torres Strait Islander population:Females (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,62629.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_ERP_F: Estimated resident Aboriginal and Torres Strait Islander population:Females (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,82483.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_38: Estimated resident population:Males aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,1.5,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_38: Estimated resident population:Males aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,1.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_38: Estimated resident population:Males aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,1.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_38: Estimated resident population:Males aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,1.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_38: Estimated resident population:Males aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,1.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_38: Estimated resident population:Males aged 85 and over (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,1.7,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,184224.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,181958.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,179094.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,178976.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,177290.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_F_2: Estimated resident population:Females aged 0-4 years (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,174956.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,8.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,8.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,7.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,7.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,7.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_27: Estimated resident population:Persons aged 30-34 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,8.0,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_EMP3: Aboriginal and Torres Strait Islander Peoples:% of total Census responding population employed,RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,52.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_EMP3: Aboriginal and Torres Strait Islander Peoples:% of total Census responding population employed,RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,55.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_EMP3: Aboriginal and Torres Strait Islander Peoples:% of total Census responding population employed,RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,58.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_NILF: Aboriginal and Torres Strait Islander Peoples:Not in the labour force (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,39.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_NILF: Aboriginal and Torres Strait Islander Peoples:Not in the labour force (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,36.1,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_NILF: Aboriginal and Torres Strait Islander Peoples:Not in the labour force (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,35.9,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE3: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2011,39837.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE3: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2016,50243.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ING_TTYPE3: Aboriginal and Torres Strait Islander Peoples:Tenure type:Renter (no.),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,70691.0,PSNS: Persons,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_19: Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,35.6,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_19: Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,36.0,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_19: Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,36.5,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_19: Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,36.5,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_19: Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,36.2,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_19: Median age:Males (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,36.1,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_23: Median age:Persons (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,36.5,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_23: Median age:Persons (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,36.9,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_23: Median age:Persons (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,37.3,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_23: Median age:Persons (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,37.4,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_23: Median age:Persons (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,37.1,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_23: Median age:Persons (years),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,37.1,YR: Years,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_32: Estimated resident population:Males aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_32: Estimated resident population:Males aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2020,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_32: Estimated resident population:Males aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2021,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_32: Estimated resident population:Males aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_32: Estimated resident population:Males aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2023,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_32: Estimated resident population:Males aged 55-59 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2024,5.3,PCT: Percent,,,
ABS:ABS_REGIONAL_REMOTENESS_ASGS2021(1.4.0),ERP_M_34: Estimated resident population:Males aged 65-69 years (%),RA: Remoteness Area,10: Major Cities of Australia (NSW),A: Annual,2019,4.2,PCT: Percent,,,
